dataset,sample,k,domain,domain_spots,candidate_top50_n,primary_marker_n,strict_marker_n,primary_marker_genes,strict_marker_genes,spacet_Malignant,spacet_CAF,spacet_Endothelial,spacet_Plasma,spacet_B cell,spacet_T CD4,spacet_T CD8,spacet_NK,spacet_cDC,spacet_pDC,spacet_Macrophage,spacet_Mast,spacet_Neutrophil,spacet_Unidentifiable,domain_mean_snai1ac,domain_median_snai1ac,domain_spots_stats_file,dominant_spacet,spot_n,snai1ac_mean,snai1ac_sd,snai1ac_median,snai1ac_q10,snai1ac_q25,snai1ac_q75,snai1ac_q90,snai1ac_iqr,lisa_hh_n,lisa_ll_n,lisa_not_sig_n,lisa_hh_frac,lisa_ll_frac,top_terms_MSigDB_Hallmark_2020,top_terms_GO_Biological_Process_2023,top_terms_Reactome_2022,top_terms_KEGG_2021_Human,top_terms_WikiPathway_2023_Human,top_terms_PanglaoDB_Augmented_2021,top_terms_Human_Gene_Atlas,annotation_text,theme_ECM_stromal,theme_Translation_ribosome,theme_Immune_inflammatory,theme_Vascular_coag_hypoxia,theme_Epithelial_tumor,theme_Metabolic_stress,theme_n,theme_label
yamamoto_2025,Pt1-4,5,1,403,50,11,0,ASPN;GREM1;POSTN;CPE;ACTA2;EPYC;RGS5;SPARC;LOXL2;THBS2;TGFBI,,0.5527295285359801,0.3457862990061121,0.015867725309575,0.001287500274893,0.0010466566005574,0.0009570718195735,2.072849957372331e-05,3.224887305538465e-05,0.0009648715142283,0.0052431576760371,0.0042191615161496,0.0003302172025432,0.0004059077392515,0.0711089750602609,-0.03204596579816,0.0194910035028555,403.0,Malignant,403,-0.032045965798160055,0.9598912093364813,0.01949100350285556,-1.2224933036675278,-0.6415327401018371,0.6392379797285958,1.1860275458737353,1.280770719830433,9,14,380,0.022332506203473945,0.034739454094292806,Epithelial Mesenchymal Transition,Extracellular Matrix Organization (GO:0030198); Negative Regulation Of Biomineral Tissue Development (GO:0070168); Regulation Of Chondrocyte Differentiation (GO:0032330),ECM Proteoglycans R-HSA-3000178; Extracellular Matrix Organization R-HSA-1474244,,TGF Smad Signaling Pathway WP5382; Canonical And Non Canonical TGF B Signaling WP3874; miR 509 3P Alteration Of YAP1 ECM Axis WP3967,Pericytes; Fibroblasts; Vascular Smooth Muscle Cells,SmoothMuscle; CardiacMyocytes; Uterus,Epithelial Mesenchymal Transition | Extracellular Matrix Organization (GO:0030198); Negative Regulation Of Biomineral Tissue Development (GO:0070168); Regulation Of Chondrocyte Differentiation (GO:0032330) | ECM Proteoglycans R-HSA-3000178; Extracellular Matrix Organization R-HSA-1474244 |  | TGF Smad Signaling Pathway WP5382; Canonical And Non Canonical TGF B Signaling WP3874; miR 509 3P Alteration Of YAP1 ECM Axis WP3967 | Pericytes; Fibroblasts; Vascular Smooth Muscle Cells | SmoothMuscle; CardiacMyocytes; Uterus,True,False,False,False,True,False,2,ECM_stromal;Epithelial_tumor
yamamoto_2025,Pt1-4,5,2,263,50,50,50,IGFBP7;ACTB;MYL9;TAGLN;FLNA;CALD1;CAVIN1;TPM1;LGALS1;ACTA2;THBS4;MXRA7;DES;DSTN;SULF1;SYNPO2;PALLD;C1R;MYLK;TPM2;COL6A2;EMILIN1;ACTN1;TNS1;SORBS1;PDLIM7;DCN;COL3A1;SMTN;PDLIM3;LMOD1;SELENOM;ZYX;VIM;NBL1;CLIC4;ILK;CNN1;THBS1;SVIL;PRSS23;SYNM;COL4A1;CDH11;SPARCL1;LIMS2;EEF2;COL1A2;HSPG2;ALDH1B1,IGFBP7;ACTB;MYL9;TAGLN;FLNA;CALD1;CAVIN1;TPM1;LGALS1;ACTA2;THBS4;MXRA7;DES;DSTN;SULF1;SYNPO2;PALLD;C1R;MYLK;TPM2;COL6A2;EMILIN1;ACTN1;TNS1;SORBS1;PDLIM7;DCN;COL3A1;SMTN;PDLIM3;LMOD1;SELENOM;ZYX;VIM;NBL1;CLIC4;ILK;CNN1;THBS1;SVIL;PRSS23;SYNM;COL4A1;CDH11;SPARCL1;LIMS2;EEF2;COL1A2;HSPG2;ALDH1B1,0.1568091161445333,0.7456589750190002,0.0202714420453624,0.00042400221368,0.0012199982173557,0.0010088087044768,3.0963392779051906e-05,0.000102485847832,0.0011082781225041,0.0058294866917094,0.0106336884320341,0.0006176873612089,0.000306561341981,0.0559785064655422,-0.582839595821058,-0.600007226529085,263.0,CAF,263,-0.582839595821058,1.1123449957125477,-0.600007226529085,-2.173567390179537,-1.3646378305643472,0.23922775979729158,0.819477384269954,1.6038655903616388,3,38,222,0.011406844106463879,0.1444866920152091,Epithelial Mesenchymal Transition; Myogenesis; Adipogenesis,Supramolecular Fiber Organization (GO:0097435); Actin Filament Organization (GO:0007015); Negative Regulation Of Blood Vessel Morphogenesis (GO:2000181),Smooth Muscle Contraction R-HSA-445355; Muscle Contraction R-HSA-397014; Cell-extracellular Matrix Interactions R-HSA-446353,Focal adhesion; ECM-receptor interaction; Proteoglycans in cancer,Focal Adhesion WP306; Striated Muscle Contraction Pathway WP383; miRNA Targets In ECM And Membrane Receptors WP2911,Mesangial Cells; Myofibroblasts; Airway Smooth Muscle Cells,Uterus; SmoothMuscle; colon,Epithelial Mesenchymal Transition; Myogenesis; Adipogenesis | Supramolecular Fiber Organization (GO:0097435); Actin Filament Organization (GO:0007015); Negative Regulation Of Blood Vessel Morphogenesis (GO:2000181) | Smooth Muscle Contraction R-HSA-445355; Muscle Contraction R-HSA-397014; Cell-extracellular Matrix Interactions R-HSA-446353 | Focal adhesion; ECM-receptor interaction; Proteoglycans in cancer | Focal Adhesion WP306; Striated Muscle Contraction Pathway WP383; miRNA Targets In ECM And Membrane Receptors WP2911 | Mesangial Cells; Myofibroblasts; Airway Smooth Muscle Cells | Uterus; SmoothMuscle; colon,True,False,False,True,True,False,3,ECM_stromal;Vascular_coag_hypoxia;Epithelial_tumor
yamamoto_2025,Pt1-4,5,3,141,50,16,1,LUC7L3;HNRNPDL;ARGLU1;COL6A1;SKIL;PRRC2B;HIST1H1E;MAPK15;SYNPO2;IGKC;SMCHD1;MCAM;PSIP1;IFI44;CSTF3;CCDC6,LUC7L3,0.1919027106992124,0.4700814365441747,0.0323526757808908,0.0061007661948022,0.0059613155206665,0.003036897175695,3.273715833533427e-05,0.0001193898875986,0.0035137346877223,0.0216415059635156,0.0074095426999072,0.0006138562719344,0.001272142498911,0.2559612889166331,-0.4981452123725991,-0.5359489268299649,141.0,CAF,141,-0.4981452123725991,1.0950245461038264,-0.5359489268299649,-1.9373749688977675,-1.236349067993045,0.2883336974423451,0.8114871610418268,1.52468276543539,3,12,126,0.02127659574468085,0.0851063829787234,,mRNA Splice Site Recognition (GO:0006376),,,,Pericytes,, | mRNA Splice Site Recognition (GO:0006376) |  |  |  | Pericytes | ,False,False,False,False,False,False,0,No_recurrent_theme
yamamoto_2025,Pt1-4,5,4,78,50,50,48,MMP11;PLAU;MMP14;NNMT;AEBP1;CTHRC1;MMP2;COL5A1;COL1A1;COL11A1;SERPINF1;COL1A2;ISLR;GJB2;C3;B2M;LRRC15;COL10A1;ITGB5;CMTM3;HTRA1;CST1;CTSK;IL32;SPON2;GAS7;CHPF;TIMP3;FN1;VCAM1;NKD2;C1QTNF3;COL5A2;THBS2;DERL3;RGS16;PCOLCE;IGFBP5;TMEM158;ADAMTS12;MFAP5;RCN3;NBL1;COL3A1;TNFSF10;CREB3L1;TSC22D1;C1S;SULF1;IGKC,MMP11;PLAU;MMP14;NNMT;AEBP1;CTHRC1;MMP2;COL5A1;COL1A1;COL11A1;SERPINF1;COL1A2;ISLR;GJB2;C3;LRRC15;COL10A1;ITGB5;CMTM3;HTRA1;CST1;CTSK;IL32;SPON2;GAS7;CHPF;TIMP3;FN1;VCAM1;NKD2;C1QTNF3;COL5A2;THBS2;DERL3;RGS16;PCOLCE;IGFBP5;TMEM158;MFAP5;RCN3;NBL1;COL3A1;TNFSF10;CREB3L1;TSC22D1;C1S;SULF1;IGKC,0.4852918043102091,0.442761285419802,0.0069876995810421,0.000998977195548,0.00159353835207,0.0023372013009915,4.8126193009971896e-05,0.0001018449248169,0.0020019731735169,0.0034518491983542,0.0147861572839183,0.0003062769973808,0.0003071737788996,0.0390262204955679,-0.0448521491615574,-0.1614668354484778,78.0,Malignant,78,-0.04485214916155743,0.9395676346128117,-0.16146683544847784,-1.1399749023294898,-0.5814900716953528,0.4675306817702556,1.0670506335072367,1.0490207534656084,1,1,76,0.01282051282051282,0.01282051282051282,Epithelial Mesenchymal Transition; Coagulation; UV Response Dn,Extracellular Matrix Organization (GO:0030198); Extracellular Structure Organization (GO:0043062); External Encapsulating Structure Organization (GO:0045229),Extracellular Matrix Organization R-HSA-1474244; Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090; Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814,Protein digestion and absorption; AGE-RAGE signaling pathway in diabetic complications; Proteoglycans in cancer,miRNA Targets In ECM And Membrane Receptors WP2911; miR 509 3P Alteration Of YAP1 ECM Axis WP3967; Focal Adhesion PI3K Akt mTOR Signaling Pathway WP3932,Pancreatic Stellate Cells; Osteoblasts; Chondrocytes,SmoothMuscle; Adipocyte; CardiacMyocytes,Epithelial Mesenchymal Transition; Coagulation; UV Response Dn | Extracellular Matrix Organization (GO:0030198); Extracellular Structure Organization (GO:0043062); External Encapsulating Structure Organization (GO:0045229) | Extracellular Matrix Organization R-HSA-1474244; Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090; Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814 | Protein digestion and absorption; AGE-RAGE signaling pathway in diabetic complications; Proteoglycans in cancer | miRNA Targets In ECM And Membrane Receptors WP2911; miR 509 3P Alteration Of YAP1 ECM Axis WP3967; Focal Adhesion PI3K Akt mTOR Signaling Pathway WP3932 | Pancreatic Stellate Cells; Osteoblasts; Chondrocytes | SmoothMuscle; Adipocyte; CardiacMyocytes,True,False,False,True,True,False,3,ECM_stromal;Vascular_coag_hypoxia;Epithelial_tumor
yamamoto_2025,Pt2-1,5,0,476,50,50,22,COL23A1;SLPI;DDR1;BCAM;MSLN;CLDN16;INF2;WFDC2;THSD4;MUC1;MUC20;LUC7L3;LPAR3;FOLR1;AFDN;CLDN4;MUC16;RNASE1;MBD6;CRTAC1;PTN;PTPRF;CPAMD8;CAPN1;CELSR1;ATN1;PBXIP1;ARPC5;PEA15;PGGHG;FXYD3;PPP1R14A;CGN;ELF3;ARAP1;HOOK2;PRKCI;FAM166B;COX5B;PATJ;D2HGDH;ZBTB7C;CRABP2;AHNAK;BAG1;PDZK1IP1;TNFAIP2;SCRIB;CLDN3;S100A1,COL23A1;SLPI;DDR1;MSLN;CLDN16;INF2;THSD4;MUC20;LPAR3;FOLR1;CLDN4;MUC16;RNASE1;MBD6;CRTAC1;PTN;CPAMD8;FXYD3;PPP1R14A;CGN;FAM166B;TNFAIP2,0.4821276964394005,0.102105847674315,0.0482028455955921,0.0182410363705607,0.0007728196408602,0.0044399247318064,9.85859453587775e-05,0.0002907259609345,0.0080111615620387,0.0373487298494863,0.0328386305900356,0.0012450387609079,0.0016924079626332,0.262584590932876,0.2962117701568247,0.2906899681182384,476.0,Malignant,476,0.2962117701568247,0.9733706331553873,0.29068996811823844,-0.9093952010380169,-0.380865352342102,0.9488528114133774,1.5766354446287634,1.3297181637554794,31,5,440,0.06512605042016807,0.01050420168067227,Estrogen Response Early,Tight Junction Assembly (GO:0120192); Establishment Or Maintenance Of Apical/Basal Cell Polarity (GO:0035088); Positive Regulation Of Response To Wounding (GO:1903036),Cell-cell Junction Organization R-HSA-421270; Tight Junction Interactions R-HSA-420029; Cell Junction Organization R-HSA-446728,Tight junction; Leukocyte transendothelial migration; Cell adhesion molecules,,Airway Goblet Cells; Principal Cells; Clara Cells,Trachea; Lung; Spinalcord,Estrogen Response Early | Tight Junction Assembly (GO:0120192); Establishment Or Maintenance Of Apical/Basal Cell Polarity (GO:0035088); Positive Regulation Of Response To Wounding (GO:1903036) | Cell-cell Junction Organization R-HSA-421270; Tight Junction Interactions R-HSA-420029; Cell Junction Organization R-HSA-446728 | Tight junction; Leukocyte transendothelial migration; Cell adhesion molecules |  | Airway Goblet Cells; Principal Cells; Clara Cells | Trachea; Lung; Spinalcord,False,False,True,True,True,False,3,Immune_inflammatory;Vascular_coag_hypoxia;Epithelial_tumor
yamamoto_2025,Pt2-1,5,1,412,50,45,0,DHCR24;HIST1H4C;CD81;SPON1;SPINT2;ASS1;CALR;PPDPF;HSP90AB1;EEF1G;RCN2;WT1;AP2M1;EIF4A2;FXR1;SERBP1;MAGED1;MIF;CAPNS1;HNRNPUL2;IFITM3;C19orf33;PAX8;ENAH;HIST1H2BD;COX6C;CD9;GTF2I;RPN1;EPCAM;ZNF217;KLK7;UBE2C;HNRNPC;RNF5;GLO1;ESRP1;LSM2;MEA1;MYBL2;RAB7A;ADAMTS1;CFTR;TBC1D7;SCNN1A,,0.8616154539085177,0.0526051158004893,0.0052579522125223,0.0040614257517271,0.000245313331897,0.0009208292421119,0.0001322293169719,0.0001658239461791,0.0018175512953429,0.0062856425638949,0.0068849759454706,0.0003972980703553,0.0004084785114685,0.0592039974816916,0.3251589922535055,0.3039387158240925,412.0,Malignant,412,0.32515899225350553,0.8305245107052486,0.3039387158240925,-0.7598892920062943,-0.22735223348039804,0.8409686080062387,1.4591303674903702,1.0683208414866368,16,0,396,0.038834951456310676,0.0,Myc Targets V1; Estrogen Response Late; mTORC1 Signaling,Response To Gonadotropin (GO:0034698); Cellular Response To Gonadotropin Stimulus (GO:0071371); Negative Regulation Of Cell-Cell Adhesion (GO:0022408),Disease R-HSA-1643685; Uptake And Function Of Diphtheria Toxin R-HSA-5336415,Protein processing in endoplasmic reticulum,,Luminal Epithelial Cells; Cholangiocytes; Mammary Epithelial Cells,FetalThyroid; Thyroid; Ovary,Myc Targets V1; Estrogen Response Late; mTORC1 Signaling | Response To Gonadotropin (GO:0034698); Cellular Response To Gonadotropin Stimulus (GO:0071371); Negative Regulation Of Cell-Cell Adhesion (GO:0022408) | Disease R-HSA-1643685; Uptake And Function Of Diphtheria Toxin R-HSA-5336415 | Protein processing in endoplasmic reticulum |  | Luminal Epithelial Cells; Cholangiocytes; Mammary Epithelial Cells | FetalThyroid; Thyroid; Ovary,False,True,False,False,True,True,3,Translation_ribosome;Epithelial_tumor;Metabolic_stress
yamamoto_2025,Pt2-1,5,2,384,50,49,6,S100A4;S100A2;PCOLCE;GSTP1;ANP32E;HLA-C;PRRX1;BANF1;UCHL1;TARS;PDGFRB;HNRNPUL1;GOLPH3;POLR2F;COL1A2;HSPA5;HIST1H4A;CHCHD1;OS9;CRELD2;UQCC3;CLPTM1L;AURKAIP1;MRFAP1L1;S100A6;HMGA1;RBM42;COPS9;RAC1;GABARAP;CNBP;APP;TPM2;COX8A;PPIB;S100A14;DNPEP;MMP11;ARGLU1;ARF3;C20orf204;FCGRT;SLC2A4RG;HIST1H4D;LSM5;CYC1;POLD2;IFI6;PPP1R14A,S100A4;S100A2;PCOLCE;PRRX1;UCHL1;PDGFRB,0.3570446735395189,0.3621731147916649,0.0225729277021159,0.0096028564247422,0.0020072291580798,0.0016611670140586,6.429522599467163e-05,0.0003515507860267,0.0014887344393972,0.0134589924755892,0.0354899024793399,0.0002783739177384,0.0004024340126206,0.1934037480331122,-0.2986744154288014,-0.2831733389087485,384.0,CAF,384,-0.2986744154288014,0.9605832216282097,-0.2831733389087485,-1.621648989194975,-0.9740193229137504,0.3432465620513664,0.9014816507053753,1.3172658849651167,3,18,363,0.0078125,0.046875,Epithelial Mesenchymal Transition; Angiogenesis,,APOBEC3G Mediated Resistance To HIV-1 R-HSA-180689; 2-LTR Circle Formation R-HSA-164843; Integration Of Provirus R-HSA-162592,Pathways of neurodegeneration,Arachidonate Epoxygenase Epoxide Hydrolase WP678; Mitochondrial Complex III Assembly WP4921; Burn Wound Healing WP5055,Pancreatic Stellate Cells; Airway Smooth Muscle Cells; Pulmonary Vascular Smooth Muscle Cells,,Epithelial Mesenchymal Transition; Angiogenesis |  | APOBEC3G Mediated Resistance To HIV-1 R-HSA-180689; 2-LTR Circle Formation R-HSA-164843; Integration Of Provirus R-HSA-162592 | Pathways of neurodegeneration | Arachidonate Epoxygenase Epoxide Hydrolase WP678; Mitochondrial Complex III Assembly WP4921; Burn Wound Healing WP5055 | Pancreatic Stellate Cells; Airway Smooth Muscle Cells; Pulmonary Vascular Smooth Muscle Cells | ,True,False,False,True,True,False,3,ECM_stromal;Vascular_coag_hypoxia;Epithelial_tumor
yamamoto_2025,Pt2-1,5,3,390,50,50,48,FOS;DUSP1;FOSB;SERPINE1;TGFBI;NR4A1;EGR1;TIMP1;CCN1;FN1;JUNB;PTGIS;CCN2;RHOB;ATF3;IER2;C3;THBS2;ACTA2;B2M;ZFP36L1;GAS1;MT2A;ACTB;TAGLN;COL5A1;KLF6;SGK1;NNMT;CTSB;MCL1;UBB;TPM1;DDIT4;ITGA5;NBL1;MAF;ZFP36;TMSB4X;GYPC;RGS2;DUSP2;SOCS3;RUNX1;HBA2;NR4A3;FTL;PDLIM3;JUN;RFLNA,FOS;DUSP1;FOSB;SERPINE1;TGFBI;NR4A1;EGR1;TIMP1;CCN1;FN1;JUNB;PTGIS;CCN2;RHOB;ATF3;IER2;C3;THBS2;ACTA2;B2M;ZFP36L1;GAS1;MT2A;TAGLN;COL5A1;KLF6;SGK1;NNMT;CTSB;MCL1;UBB;TPM1;DDIT4;ITGA5;NBL1;MAF;ZFP36;GYPC;RGS2;DUSP2;SOCS3;RUNX1;HBA2;NR4A3;FTL;PDLIM3;JUN;RFLNA,0.5156965371398361,0.3102272804424739,0.0128602539700795,0.001077095715855,0.0010317917891938,0.0051227269783291,0.0013247965317241,0.0002863401346005,0.0011858391983909,0.0064195984486269,0.0924152675562728,0.0003988608703006,0.0019141408569108,0.0500395985725335,-0.1124182598333397,-0.116534325372534,390.0,Malignant,390,-0.1124182598333397,1.0672804344751268,-0.11653432537253408,-1.448868037900101,-0.7820111436403924,0.5939466559840025,1.2435547351895615,1.3759577996243948,10,16,364,0.02564102564102564,0.041025641025641026,TNF-alpha Signaling via NF-kB; Epithelial Mesenchymal Transition; Hypoxia,Response To Fibroblast Growth Factor (GO:0071774); Cellular Response To Oxygen-Containing Compound (GO:1901701); Integrated Stress Response Signaling (GO:0140467),NGF-stimulated Transcription R-HSA-9031628; Generic Transcription Pathway R-HSA-212436; Interleukin-4 And Interleukin-13 Signaling R-HSA-6785807,Osteoclast differentiation; Yersinia infection; PI3K-Akt signaling pathway,Network Map Of SARS CoV 2 Signaling Pathway WP5115; TGF Beta Signaling Pathway WP366; Role Of Hypoxia Angiogenesis And FGF Pathway In OA Chondrocyte Hypertrophy WP5373,Fibroblasts; Hepatic Stellate Cells; Pancreatic Stellate Cells,CD33+ Myeloid; SmoothMuscle; AdrenalCortex,TNF-alpha Signaling via NF-kB; Epithelial Mesenchymal Transition; Hypoxia | Response To Fibroblast Growth Factor (GO:0071774); Cellular Response To Oxygen-Containing Compound (GO:1901701); Integrated Stress Response Signaling (GO:0140467) | NGF-stimulated Transcription R-HSA-9031628; Generic Transcription Pathway R-HSA-212436; Interleukin-4 And Interleukin-13 Signaling R-HSA-6785807 | Osteoclast differentiation; Yersinia infection; PI3K-Akt signaling pathway | Network Map Of SARS CoV 2 Signaling Pathway WP5115; TGF Beta Signaling Pathway WP366; Role Of Hypoxia Angiogenesis And FGF Pathway In OA Chondrocyte Hypertrophy WP5373 | Fibroblasts; Hepatic Stellate Cells; Pancreatic Stellate Cells | CD33+ Myeloid; SmoothMuscle; AdrenalCortex,True,False,False,True,True,True,4,ECM_stromal;Vascular_coag_hypoxia;Epithelial_tumor;Metabolic_stress
yamamoto_2025,Pt2-1,5,4,171,50,50,49,COL1A2;COL3A1;MMP11;PCOLCE;DCN;PRRX1;PDGFRB;IGFBP7;CTSK;CAVIN1;GLT8D2;FBN1;MMP14;MARCKS;LAMA4;COL1A1;CD99;TPM2;FCGRT;COL6A2;COL6A3;IGHG2;ADAMTS12;FKBP10;SPARC;CERCAM;CNN2;VCAN;LGALS1;CREB3L1;MXRA8;C4orf3;GJA1;GABARAP;SERPINF1;IGKC;AEBP1;VIM;BGN;LUM;COL12A1;FSTL1;VAMP5;C1R;CDH11;CTHRC1;RCN3;LOXL1;FMOD;VGLL3,COL1A2;COL3A1;MMP11;PCOLCE;DCN;PRRX1;PDGFRB;IGFBP7;CTSK;CAVIN1;GLT8D2;FBN1;MMP14;MARCKS;LAMA4;COL1A1;CD99;TPM2;FCGRT;COL6A2;COL6A3;IGHG2;ADAMTS12;FKBP10;SPARC;CERCAM;CNN2;VCAN;LGALS1;CREB3L1;MXRA8;C4orf3;GJA1;GABARAP;SERPINF1;IGKC;AEBP1;VIM;BGN;LUM;COL12A1;FSTL1;VAMP5;CDH11;CTHRC1;RCN3;LOXL1;FMOD;VGLL3,0.14254536685356,0.6779683517039373,0.0242531342934123,0.0121177143112107,0.0018340546379096,0.0012881936368537,0.0001259326452178,0.0003856517397562,0.0009605899992676,0.0091601244244669,0.0530099517523122,0.0001599313807436,0.0002064539763198,0.0759845486450316,-1.1773303230063148,-1.20378981727779,171.0,CAF,171,-1.1773303230063148,1.2729710792596103,-1.20378981727779,-2.7234751681467184,-2.0245522542802177,-0.23305530774978248,0.3757357573439293,1.7914969465304351,0,54,117,0.0,0.3157894736842105,Epithelial Mesenchymal Transition; Myogenesis; Coagulation,Extracellular Matrix Organization (GO:0030198); Collagen Fibril Organization (GO:0030199); Supramolecular Fiber Organization (GO:0097435),Extracellular Matrix Organization R-HSA-1474244; Collagen Formation R-HSA-1474290; Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090,Protein digestion and absorption; ECM-receptor interaction; Focal adhesion,miRNA Targets In ECM And Membrane Receptors WP2911; Type I Collagen Synthesis In The Context Of Osteogenesis Imperfecta WP4786; Burn Wound Healing WP5055,Pancreatic Stellate Cells; Chondrocytes; Pulmonary Vascular Smooth Muscle Cells,SmoothMuscle; Adipocyte; CardiacMyocytes,Epithelial Mesenchymal Transition; Myogenesis; Coagulation | Extracellular Matrix Organization (GO:0030198); Collagen Fibril Organization (GO:0030199); Supramolecular Fiber Organization (GO:0097435) | Extracellular Matrix Organization R-HSA-1474244; Collagen Formation R-HSA-1474290; Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090 | Protein digestion and absorption; ECM-receptor interaction; Focal adhesion | miRNA Targets In ECM And Membrane Receptors WP2911; Type I Collagen Synthesis In The Context Of Osteogenesis Imperfecta WP4786; Burn Wound Healing WP5055 | Pancreatic Stellate Cells; Chondrocytes; Pulmonary Vascular Smooth Muscle Cells | SmoothMuscle; Adipocyte; CardiacMyocytes,True,False,False,True,True,False,3,ECM_stromal;Vascular_coag_hypoxia;Epithelial_tumor
yamamoto_2025,Pt2-2,5,0,763,50,48,9,LPAR3;PABPC1;S100A1;MUC16;CAPS;RNASE1;CYP4B1;ADIRF;ASS1;COX5A;SLC26A2;KLK7;CD81;EYA2;HOMER2;UQCRB;HBA2;ATP5ME;PBX1;COX6C;ARL4C;USP53;PCK1;RHEX;ESRP1;SNCG;WT1;TPD52L1;PGGHG;CKB;LAPTM4B;SPON1;ERBB3;GSN;CP;PRKCI;C2orf88;RBM38;SLC40A1;SLC12A1;C19orf33;THSD4;FXYD3;NOX4;CHL1;BTG3;TCEA3;TNNT1,LPAR3;MUC16;CAPS;RNASE1;CYP4B1;ADIRF;SLC26A2;HBA2;THSD4,0.6187373766153182,0.0379829130173397,0.0684222046863589,0.0216068600676984,0.001525097829501,0.0011848590261841,9.49096628374468e-06,6.029349299829771e-05,0.0053703705533634,0.0141643153332842,0.0141334751530652,0.006533777974253,0.0017227895001029,0.2085464248012861,0.1592489546922691,0.1325952930911531,763.0,Malignant,763,0.15924895469226916,0.9526075505093081,0.13259529309115317,-1.02399382032413,-0.4929277747700953,0.7374576005710735,1.3305537937440584,1.2303853753411689,38,6,719,0.04980340760157274,0.007863695937090432,Estrogen Response Late; Myogenesis; Oxidative Phosphorylation,,"SLC Transporter Disorders R-HSA-5619102; Respiratory Electron Transport, ATP Synthesis By Chemiosmotic Coupling, Heat Production By Uncoupling Proteins R-HSA-163200; Disease R-HSA-1643685",Oxidative phosphorylation; Cardiac muscle contraction; Thermogenesis,Electron Transport Chain OXPHOS System In Mitochondria WP111; Ferroptosis WP4313; Iron Metabolism Disorders WP5172,Airway Epithelial Cells; Luminal Epithelial Cells; Loop Of Henle Cells,,"Estrogen Response Late; Myogenesis; Oxidative Phosphorylation |  | SLC Transporter Disorders R-HSA-5619102; Respiratory Electron Transport, ATP Synthesis By Chemiosmotic Coupling, Heat Production By Uncoupling Proteins R-HSA-163200; Disease R-HSA-1643685 | Oxidative phosphorylation; Cardiac muscle contraction; Thermogenesis | Electron Transport Chain OXPHOS System In Mitochondria WP111; Ferroptosis WP4313; Iron Metabolism Disorders WP5172 | Airway Epithelial Cells; Luminal Epithelial Cells; Loop Of Henle Cells | ",True,False,False,False,True,True,3,ECM_stromal;Epithelial_tumor;Metabolic_stress
