source_group,source_label,target_class,target_variable,target_label,hallmark_group,n_samples,n_positive,n_negative,corr_mean,corr_median,fisher_z_mean,fisher_z_median,corr_from_mean_fisher_z,corr_from_median_fisher_z,p_cross_sample_fisher_t,p_cross_sample_wilcoxon,q_cross_sample_class_fisher_t,q_cross_sample_class_wilcoxon,sig_cross_sample_class,sig_marker_cross_sample_class,cross_sample_bh_scope
snai1ac_consensus_cold,SNAI1-ac cold,hallmark,PROTEIN_SECRETION,PROTEIN SECRETION,Other Biological States,23,17,6,0.09800324604903088,0.0947924590349577,0.10132019616545979,0.09507792235847949,0.10097490362161492,0.0947924590349577,0.010198906991023734,0.01787281036376953,0.05682248180713223,0.07744884490966797,False,,source_group__target_class
snai1ac_consensus_cold,SNAI1-ac cold,hallmark,REACTIVE_OXYGEN_SPECIES_PATHWAY,REACTIVE OXYGEN SPECIES PATHWAY,Cellular Stress & Apoptosis,23,16,7,0.10921092804659209,0.1277068242107568,0.1117732263068277,0.12840795624565204,0.11131007025970092,0.12770682421075683,0.0009041946224017301,0.0012786388397216797,0.007052718054733495,0.009479641914367676,True,**,source_group__target_class
snai1ac_consensus_cold,SNAI1-ac cold,hallmark,TGF_BETA_SIGNALING,TGF BETA SIGNALING,Signaling & Development,23,12,11,-0.0007286003343463321,0.0423312541311449,-0.0025129576347386576,0.04235656630442007,-0.002512952345012993,0.0423312541311449,0.956380759174314,0.776785135269165,0.956380759174314,0.8415172298749288,False,,source_group__target_class
snai1ac_consensus_cold,SNAI1-ac cold,hallmark,TNFA_SIGNALING_VIA_NFKB,TNFA SIGNALING VIA NFKB,Immune Response & Inflammation,23,11,12,-0.00459638928364591,-0.0277560022091062,-0.004136164357623604,-0.02776313320681129,-0.004136140770817498,-0.027756002209106196,0.9181760499156255,0.7090141773223877,0.956380759174314,0.8415172298749288,False,,source_group__target_class
snai1ac_consensus_cold,SNAI1-ac cold,hallmark,UNFOLDED_PROTEIN_RESPONSE,UNFOLDED PROTEIN RESPONSE,Cellular Stress & Apoptosis,23,14,9,0.06717967086503561,0.0473521374909453,0.06945620799285067,0.04738757656157483,0.06934473369748118,0.047352137490945315,0.06261086012764827,0.12621283531188965,0.14363667911636954,0.2734611431757609,False,,source_group__target_class
snai1ac_consensus_cold,SNAI1-ac cold,hallmark,WNT_BETA_CATENIN_SIGNALING,WNT BETA CATENIN SIGNALING,Signaling & Development,23,8,15,-0.042843529715957895,-0.0488047274783855,-0.043668607090252505,-0.04884353230102126,-0.043640870337072896,-0.0488047274783855,0.1732495965051507,0.16010499000549316,0.30712428471367625,0.3286365584323281,False,,source_group__target_class
snai1ac_consensus_cold,SNAI1-ac cold,hallmark,XENOBIOTIC_METABOLISM,XENOBIOTIC METABOLISM,Other Biological States,23,15,8,-0.0008318861982849944,0.0513452222471773,-0.0030295410722057377,0.05139041476911316,-0.0030295318037434965,0.051345222247177295,0.9418546268501331,0.7997725009918213,0.956380759174314,0.8430034469913792,False,,source_group__target_class
snai1ac_consensus_cold,SNAI1-ac cold,mp,MP1_angiogenic_vascular,MP1 angiogenic/vascular,,23,8,15,-0.08658128207538612,-0.0740998244679282,-0.09582650765793012,-0.07423589507379588,-0.09553426506133966,-0.0740998244679282,0.09539059470165438,0.12621283531188965,0.7631247576132351,0.8616967882428851,False,,source_group__target_class
snai1ac_consensus_cold,SNAI1-ac cold,mp,MP2_iCAF_stress,MP2 iCAF-stress,,23,10,13,-0.01570018727277004,-0.0067049258970651,-0.01601529746298518,-0.006705026375394841,-0.016013928350221116,-0.006704925897065099,0.8046812213258707,0.7539846897125244,0.8318817278123816,0.8616967882428851,False,,source_group__target_class
snai1ac_consensus_cold,SNAI1-ac cold,mp,MP3_complement_CAF,MP3 complement-CAF,,23,11,12,-0.010420136753630014,-0.0146998608824079,-0.01298373589422181,-0.014700919830643932,-0.012983006355278484,-0.014699860882407902,0.8318817278123816,0.8932116031646729,0.8318817278123816,0.8932116031646729,False,,source_group__target_class
snai1ac_consensus_cold,SNAI1-ac cold,mp,MP4_activated_myCAF,MP4 activated-myCAF,,23,12,11,0.018838759634234054,0.0307909312417449,0.021652910893210125,0.030800667551046476,0.02164952754909284,0.030790931241744902,0.7570143305187185,0.6868791580200195,0.8318817278123816,0.8616967882428851,False,,source_group__target_class
snai1ac_consensus_cold,SNAI1-ac cold,mp,MP5_IFN_TLS_immune,MP5 IFN/TLS immune,,23,15,8,0.038710580121313586,0.0894437588211607,0.043793496499597406,0.08968343257358222,0.043765521211314495,0.08944375882116071,0.5535106975429693,0.5599584579467773,0.8318817278123816,0.8616967882428851,False,,source_group__target_class
snai1ac_consensus_cold,SNAI1-ac cold,mp,MP6_APC_TAM_myeloid,MP6 APC/TAM myeloid,,23,12,11,0.024719706703391717,0.0598521700409923,0.0236342260593361,0.05992379317098667,0.023629826533450818,0.0598521700409923,0.7854064094215655,0.6649994850158691,0.8318817278123816,0.8616967882428851,False,,source_group__target_class
snai1ac_consensus_cold,SNAI1-ac cold,mp,MP7_malignant_hypoxia,MP7 malignant hypoxia,,23,10,13,-0.042418337591744945,-0.0632277442745272,-0.050205956161558075,-0.06331220314303432,-0.050163814969245324,-0.0632277442745272,0.5052672433309581,0.5803380012512207,0.8318817278123816,0.8616967882428851,False,,source_group__target_class
snai1ac_consensus_cold,SNAI1-ac cold,mp,MP8_malignant_acute_phase_secretory,MP8 malignant acute-phase/secretory,,23,10,13,-0.04979281094961791,-0.0626970223415145,-0.06803359866637929,-0.06277936890293899,-0.06792882653650671,-0.0626970223415145,0.5384063807262718,0.5399188995361328,0.8318817278123816,0.8616967882428851,False,,source_group__target_class
snai1ac_consensus_cold,SNAI1-ac cold,spacet,SpaCET_B_cell,B cell,,23,10,13,-0.02236532334668104,-0.0718618284467177,-0.0224834047368539,-0.07198591424314235,-0.022479617022890034,-0.0718618284467177,0.46933146998230935,0.4274179935455322,0.7822191166371822,0.6105971336364746,False,,source_group__target_class
snai1ac_consensus_cold,SNAI1-ac cold,spacet,SpaCET_CAF,CAF,,23,5,18,-0.158046738589466,-0.1395689382061476,-0.17131304104320869,-0.1404859235927375,-0.169656576600784,-0.1395689382061476,0.003940030268522164,0.004851341247558594,0.01970015134261082,0.02425670623779297,True,*,source_group__target_class
snai1ac_consensus_cold,SNAI1-ac cold,spacet,SpaCET_Endothelial,Endothelial,,23,10,13,-0.012129410145139363,-0.0337664900143321,-0.010783419654645193,-0.03377933204624308,-0.010783001701049394,-0.0337664900143321,0.8211365518138969,0.6010458469390869,0.9123739464598855,0.7513073086738586,False,,source_group__target_class
snai1ac_consensus_cold,SNAI1-ac cold,spacet,SpaCET_Macrophage,Macrophage,,23,10,13,-0.06906130432519338,-0.0091154805304611,-0.07664833381886217,-0.009115733017507094,-0.07649858357421961,-0.0091154805304611,0.20565054932059143,0.31455397605895996,0.496702714677377,0.6105971336364746,False,,source_group__target_class
snai1ac_consensus_cold,SNAI1-ac cold,spacet,SpaCET_Malignant,Malignant,,23,19,4,0.17230356750238712,0.2040695847982966,0.18255907048208514,0.20697532747340083,0.18055764919126907,0.2040695847982966,0.000572444370598751,0.0005517005920410156,0.00572444370598751,0.005517005920410156,True,**,source_group__target_class
snai1ac_consensus_cold,SNAI1-ac cold,spacet,SpaCET_NK,NK,,23,11,12,0.0006971265371810139,-0.0039427116106759,0.00025866377110945115,-0.003942732040650721,0.0002586637653406503,-0.0039427116106759,0.9936296221291137,0.9405548572540283,0.9936296221291137,1.0,False,,source_group__target_class
snai1ac_consensus_cold,SNAI1-ac cold,spacet,SpaCET_Plasma,Plasma,,23,11,12,-0.07184531900590088,-0.0102460646816027,-0.08454087910779362,-0.01024642325443515,-0.08434004417808168,-0.0102460646816027,0.14348986679083867,0.2467491626739502,0.4782995559694622,0.6105971336364746,False,,source_group__target_class
snai1ac_consensus_cold,SNAI1-ac cold,spacet,SpaCET_T_CD4,T CD4,,23,12,11,0.03863218775894777,0.0051793897647246,0.040929397262474285,0.005179436079708591,0.040906557379321085,0.005179389764724601,0.24835135733868852,0.4274179935455322,0.496702714677377,0.6105971336364746,False,,source_group__target_class
snai1ac_consensus_cold,SNAI1-ac cold,spacet,SpaCET_T_CD8,T CD8,,23,13,10,-0.0142977840219055,0.0167168243412874,-0.015347619925835795,0.0167183817869706,-0.01534641499828408,0.0167168243412874,0.6261040598038483,1.0,0.8944343711483548,1.0,False,,source_group__target_class
snai1ac_consensus_cold,SNAI1-ac cold,spacet,SpaCET_Unidentifiable,Unidentifiable,,23,8,15,-0.016480096565378136,-0.0509746541858397,-0.013766915021123453,-0.05101887425590053,-0.013766045348664038,-0.0509746541858397,0.7785469684961834,0.36039113998413086,0.9123739464598855,0.6105971336364746,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,core_comparators,SNAI1_2R_scoregenes,SNAI1-2R,,23,11,12,0.003299240878353518,-0.00301468623264,0.007547063642083204,-0.0030146953655140075,0.007546920356370707,-0.00301468623264,0.9026907861113357,0.8932116031646729,0.9026907861113357,0.9168474674224854,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,core_comparators,SNAI1_scoregenes,SNAI1,,23,12,11,0.016700047683982013,0.0031221329067089,0.02187853974780034,0.0031221430513209965,0.02187504954553054,0.0031221329067089004,0.7093599182631347,0.9168474674224854,0.9026907861113357,0.9168474674224854,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,ADIPOGENESIS,ADIPOGENESIS,Metabolism,23,12,11,-0.042218274394849084,0.0090395274470518,-0.04396443488058532,0.009039773674929502,-0.04393613089533577,0.0090395274470518,0.2168497659382158,0.4274179935455322,0.8746153695041516,0.9643125534057617,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,ANDROGEN_RESPONSE,ANDROGEN RESPONSE,Other Biological States,23,9,14,-0.02265367834271606,-0.0283936503443621,-0.02430214355352388,-0.02840128435185511,-0.024297360448611697,-0.028393650344362104,0.5972814921368359,0.6433901786804199,0.9159267748430594,0.9643125534057617,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,ANGIOGENESIS,ANGIOGENESIS,Signaling & Development,23,14,9,0.011218115439723328,0.0279123586343178,0.014297191687078091,0.02791961086209165,0.014296217605215194,0.027912358634317805,0.8219855671668481,0.6649994850158691,0.9159267748430594,0.9643125534057617,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,APICAL_JUNCTION,APICAL JUNCTION,"Structure, Adhesion & Cellular Components",23,14,9,0.055108372297548086,0.0613393840393413,0.0600846106376009,0.061416488398798895,0.060012409870315295,0.0613393840393413,0.2393414731625604,0.30013346672058105,0.8746153695041516,0.9643125534057617,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,APICAL_SURFACE,APICAL SURFACE,"Structure, Adhesion & Cellular Components",23,10,13,-0.01173677185521821,-0.0249400343137166,-0.010924361423730614,-0.024945207188992038,-0.010923926867287052,-0.024940034313716605,0.8150667220061121,0.6433901786804199,0.9159267748430594,0.9643125534057617,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,APOPTOSIS,APOPTOSIS,Cellular Stress & Apoptosis,23,16,7,0.05783295105486093,0.0566585216510935,0.06450498274403967,0.05671926686642602,0.06441566529117103,0.0566585216510935,0.2495081393318793,0.13413381576538086,0.8746153695041516,0.7473169735499791,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,CHOLESTEROL_HOMEOSTASIS,CHOLESTEROL HOMEOSTASIS,Metabolism,23,12,11,0.011050238832482438,0.0271929948942865,0.010978768730353276,0.027199700571025606,0.010978327648980988,0.0271929948942865,0.8126157978470818,0.7997725009918213,0.9159267748430594,0.9643125534057617,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,COMPLEMENT,COMPLEMENT,Immune Response & Inflammation,23,9,14,-0.009584101058927827,-0.0380635476985001,-0.0077547854962385174,-0.03808194627812388,-0.007754630050912983,-0.038063547698500094,0.8915528137008323,0.776785135269165,0.939744857684661,0.9643125534057617,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,DNA_REPAIR,DNA REPAIR,Cellular Stress & Apoptosis,23,10,13,0.0067674067216811976,-0.0674734698045826,0.008100224193979566,-0.06757614521345157,0.008100047036919357,-0.0674734698045826,0.8673875828544535,0.9405548572540283,0.9396698814256579,0.9643125534057617,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,E2F_TARGETS,E2F TARGETS,Proliferation,23,9,14,0.012151254628661788,-0.0506103025300478,0.01862917426677269,-0.05065358018266518,0.01862701950492413,-0.05061030253004781,0.776630638966779,0.776785135269165,0.9159267748430594,0.9643125534057617,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,EPITHELIAL_MESENCHYMAL_TRANSITION,EPITHELIAL MESENCHYMAL TRANSITION,"Structure, Adhesion & Cellular Components",23,12,11,0.004523268732930763,0.0202525800950824,0.0061695142979374465,0.020255349756738695,0.006169436022580223,0.020252580095082403,0.9212555567417491,0.9643125534057617,0.9454991240244267,0.9643125534057617,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,ESTROGEN_RESPONSE_EARLY,ESTROGEN RESPONSE EARLY,Other Biological States,23,17,6,0.07218194754021046,0.0896426083177138,0.07218262076476847,0.08988388932942191,0.07205751638308366,0.0896426083177138,0.09870016906427101,0.04152512550354004,0.8746153695041516,0.7473169735499791,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,ESTROGEN_RESPONSE_LATE,ESTROGEN RESPONSE LATE,Other Biological States,23,17,6,0.036794715758297576,0.0283923758545049,0.03745007705295634,0.028400008833722137,0.037432578855162116,0.028392375854504902,0.3310565766428687,0.12621283531188965,0.8940254384443149,0.7473169735499791,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,FATTY_ACID_METABOLISM,FATTY ACID METABOLISM,Metabolism,23,13,10,-0.03727137786559775,0.0303922112350912,-0.04139029459417808,0.03040157404973495,-0.04136667476261111,0.0303922112350912,0.35857346039222326,0.6010458469390869,0.8940254384443149,0.9643125534057617,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,G2M_CHECKPOINT,G2M CHECKPOINT,Proliferation,23,10,13,0.013240809965267566,-0.0368327474019177,0.018517582821498985,-0.03684941737120811,0.01851546654665899,-0.0368327474019177,0.7725217007711076,0.8462316989898682,0.9159267748430594,0.9643125534057617,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,GLYCOLYSIS,GLYCOLYSIS,Metabolism,23,12,11,0.04015695327600801,0.0937133822723915,0.040777754458259464,0.09398917346257832,0.040755167388112634,0.09371338227239148,0.3980467424597087,0.39307284355163574,0.8940254384443149,0.9643125534057617,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,HEDGEHOG_SIGNALING,HEDGEHOG SIGNALING,Signaling & Development,23,15,8,0.0644606999289077,0.055909628196042,0.06905277005007543,0.055967993418847686,0.06894322455259533,0.05590962819604199,0.15075245752306,0.08020281791687012,0.8746153695041516,0.7473169735499791,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,HYPOXIA,HYPOXIA,Cellular Stress & Apoptosis,23,14,9,0.04647468475777079,0.046828402554768,0.04983190308436427,0.046862677653359316,0.04979069617855878,0.046828402554768,0.39788756227895017,0.36039113998413086,0.8940254384443149,0.9643125534057617,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,IL2_STAT5_SIGNALING,IL2 STAT5 SIGNALING,Immune Response & Inflammation,23,13,10,0.059853570241174256,0.0776600823679049,0.0704769244946991,0.07781677471564546,0.07036046964008245,0.07766008236790492,0.2691124213858928,0.4274179935455322,0.8746153695041516,0.9643125534057617,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,IL6_JAK_STAT3_SIGNALING,IL6 JAK STAT3 SIGNALING,Immune Response & Inflammation,23,10,13,0.030736990497788334,-0.0057417250951818,0.03644837866557137,-0.005741788193026071,0.036432246871489424,-0.0057417250951817995,0.5073783781014175,0.8229274749755859,0.8940254384443149,0.9643125534057617,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,INFLAMMATORY_RESPONSE,INFLAMMATORY RESPONSE,Immune Response & Inflammation,23,10,13,0.013576790007976803,-0.0239133486752908,0.020038045039850023,-0.023917908508735677,0.02003536355687084,-0.023913348675290803,0.7266315105702789,0.8229274749755859,0.9159267748430594,0.9643125534057617,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,INTERFERON_ALPHA_RESPONSE,INTERFERON ALPHA RESPONSE,Immune Response & Inflammation,23,13,10,0.027489856110532625,0.0192385314496907,0.030454887071487736,0.019240905505684323,0.03044547492597166,0.019238531449690705,0.4872803974775005,0.6649994850158691,0.8940254384443149,0.9643125534057617,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,INTERFERON_GAMMA_RESPONSE,INTERFERON GAMMA RESPONSE,Immune Response & Inflammation,23,14,9,0.028996745680632548,0.0540952165078548,0.0320153768193287,0.05414807548863993,0.032004442882055506,0.0540952165078548,0.464328420435948,0.5599584579467773,0.8940254384443149,0.9643125534057617,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,KRAS_SIGNALING_DN,KRAS SIGNALING DN,Signaling & Development,23,18,5,0.08097133215800253,0.0423481190731099,0.0857189329449315,0.04237346153360221,0.085509601487069,0.0423481190731099,0.04979212557871879,0.030086994171142578,0.8746153695041516,0.7473169735499791,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,KRAS_SIGNALING_UP,KRAS SIGNALING UP,Signaling & Development,23,12,11,0.0294875465871794,0.0179194597437554,0.035275520497185936,0.01792137813491833,0.035260895933293956,0.017919459743755403,0.527245771390237,0.8229274749755859,0.8940254384443149,0.9643125534057617,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,MTORC1_SIGNALING,MTORC1 SIGNALING,Signaling & Development,23,11,12,0.00035632439839418866,-0.011252003362649,-0.0021981126057664707,-0.011252478261695752,-0.0021981090655671326,-0.011252003362649,0.9701687949523192,0.9168474674224854,0.9701687949523191,0.9643125534057617,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,MYC_TARGETS_V1,MYC TARGETS V1,Proliferation,23,9,14,-0.04169909358678423,-0.0948472147784844,-0.043085244887400044,-0.09513317486634953,-0.04305860440492034,-0.0948472147784844,0.4804735140087779,0.39307284355163574,0.8940254384443149,0.9643125534057617,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,MYC_TARGETS_V2,MYC TARGETS V2,Proliferation,23,11,12,0.013814551582950092,-0.0166544028979111,0.015782441120034293,-0.016655942959998803,0.015781130858443543,-0.0166544028979111,0.7240145239588196,0.9643125534057617,0.9159267748430594,0.9643125534057617,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,NOTCH_SIGNALING,NOTCH SIGNALING,Signaling & Development,23,11,12,0.019370857401072673,-0.0093838689773975,0.022528623189589207,-0.009384144430391733,0.022524812579268964,-0.009383868977397498,0.5912772542275255,0.869666576385498,0.9159267748430594,0.9643125534057617,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,OXIDATIVE_PHOSPHORYLATION,OXIDATIVE PHOSPHORYLATION,Metabolism,23,11,12,-0.04263420525093871,-0.033175480201305,-0.047410432925212916,-0.033187659360957696,-0.04737494258078928,-0.03317548020130501,0.4275181876829861,0.5599584579467773,0.8940254384443149,0.9643125534057617,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,PEROXISOME,PEROXISOME,Other Biological States,23,8,15,-0.027719455302937415,-0.0226439754776042,-0.03075702788093917,-0.022647846898697307,-0.03074733288704347,-0.0226439754776042,0.4066885095676519,0.39307284355163574,0.8940254384443149,0.9643125534057617,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,PI3K_AKT_MTOR_SIGNALING,PI3K AKT MTOR SIGNALING,Signaling & Development,23,12,11,-0.012261775708801728,0.0001614209399826,-0.013379956642717622,0.00016142094138463342,-0.013379158258827267,0.00016142093998259999,0.765787279328662,0.8462316989898682,0.9159267748430594,0.9643125534057617,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,PROTEIN_SECRETION,PROTEIN SECRETION,Other Biological States,23,7,16,-0.0790166543394236,-0.0618982161471346,-0.08410216395092403,-0.06197745042496201,-0.08390443361856324,-0.06189821614713461,0.061593347682848756,0.08582782745361328,0.8746153695041516,0.7473169735499791,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,REACTIVE_OXYGEN_SPECIES_PATHWAY,REACTIVE OXYGEN SPECIES PATHWAY,Cellular Stress & Apoptosis,23,10,13,-0.0547045978267103,-0.0283428937632453,-0.0587235670054199,-0.02835048689102073,-0.058656158081743674,-0.028342893763245305,0.20589035617196771,0.31455397605895996,0.8746153695041516,0.9643125534057617,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,TGF_BETA_SIGNALING,TGF BETA SIGNALING,Signaling & Development,23,16,7,0.05946738115520794,0.0343555363418382,0.06335825371070228,0.03436906256828974,0.06327361061006644,0.0343555363418382,0.18535461020025462,0.18954229354858398,0.8746153695041516,0.8213499387105306,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,TNFA_SIGNALING_VIA_NFKB,TNFA SIGNALING VIA NFKB,Immune Response & Inflammation,23,16,7,0.08610757622210588,0.0649512005979653,0.09424535909816968,0.06504276812918151,0.09396731193309778,0.06495120059796532,0.13386874463775109,0.17933368682861328,0.8746153695041516,0.8213499387105306,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,UNFOLDED_PROTEIN_RESPONSE,UNFOLDED PROTEIN RESPONSE,Cellular Stress & Apoptosis,23,13,10,0.02032969320296483,0.009809356699138,0.020440603182060865,0.009809671347446425,0.020437756838687236,0.009809356699138,0.6873669155909523,0.6433901786804199,0.9159267748430594,0.9643125534057617,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,WNT_BETA_CATENIN_SIGNALING,WNT BETA CATENIN SIGNALING,Signaling & Development,23,17,6,0.06781916350342856,0.0435756319037182,0.07651606612060632,0.043603244357901985,0.07636708858119914,0.04357563190371821,0.1435579973186193,0.11864614486694336,0.8746153695041516,0.7473169735499791,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,hallmark,XENOBIOTIC_METABOLISM,XENOBIOTIC METABOLISM,Other Biological States,23,11,12,-0.012726429005307483,-0.0076365383201452,-0.013543907109469245,-0.007636686771288881,-0.013543079017105764,-0.0076365383201452,0.7384380778939991,0.8229274749755859,0.9159267748430594,0.9643125534057617,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,mp,MP1_angiogenic_vascular,MP1 angiogenic/vascular,,23,12,11,-0.00026044333111809156,0.013950271852536,0.004934269815727412,0.013951176912747873,0.004934229771197713,0.013950271852536002,0.929042680537395,0.6220676898956299,0.929042680537395,0.7109345027378627,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,mp,MP2_iCAF_stress,MP2 iCAF-stress,,23,14,9,0.011102159833927922,0.0275089348185703,0.009446552680089289,0.02751587702173373,0.009446271694986028,0.027508934818570297,0.889299174793986,0.5803380012512207,0.929042680537395,0.7109345027378627,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,mp,MP3_complement_CAF,MP3 complement-CAF,,23,10,13,-0.0428316794360919,-0.0423196915542944,-0.04416705908786867,-0.04234498297666731,-0.04413836215703658,-0.0423196915542944,0.4574947011278572,0.3765220642089844,0.9263300853300054,0.7109345027378627,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,mp,MP4_activated_myCAF,MP4 activated-myCAF,,23,10,13,-0.02632597076634797,-0.0371860695218074,-0.0254514966511027,-0.03720322410257473,-0.025446002429064273,-0.0371860695218074,0.6670305320442294,0.5599584579467773,0.929042680537395,0.7109345027378627,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,mp,MP5_IFN_TLS_immune,MP5 IFN/TLS immune,,23,12,11,0.03921305536534807,0.0118455334142009,0.04137820922548341,0.011846087502752598,0.04135461006838994,0.011845533414200898,0.30903167877683746,0.4274179935455322,0.9263300853300054,0.7109345027378627,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,mp,MP6_APC_TAM_myeloid,MP6 APC/TAM myeloid,,23,9,14,-0.060522291897022594,-0.0985624646668967,-0.06317201579000652,-0.0988835016349779,-0.06308811611844835,-0.0985624646668967,0.21117070471997604,0.23447084426879883,0.9263300853300054,0.7109345027378627,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,mp,MP7_malignant_hypoxia,MP7 malignant hypoxia,,23,11,12,0.014514840916696518,-0.0049864102802488,0.014714317550439638,-0.004986451608711601,0.014713255704506293,-0.004986410280248799,0.7627100217965478,0.776785135269165,0.929042680537395,0.776785135269165,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,mp,MP8_malignant_acute_phase_secretory,MP8 malignant acute-phase/secretory,,23,13,10,0.03363180772855815,0.030238081369125,0.03894157470027811,0.030247302406573282,0.03892190236482784,0.030238081369125005,0.4631650426650027,0.5803380012512207,0.9263300853300054,0.7109345027378627,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,spacet,SpaCET_B_cell,B cell,,23,6,17,-0.08045981409256227,-0.0616794138249714,-0.08177310796705893,-0.06175780954429096,-0.08159132624102444,-0.0616794138249714,0.02813424962025105,0.01787281036376953,0.14067124810125525,0.10686159133911133,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,spacet,SpaCET_CAF,CAF,,23,10,13,-0.038536765872870624,-0.0555329639670631,-0.04024679679837043,-0.05559015605214766,-0.0402250802193404,-0.055532963967063094,0.44436820501392915,0.44520044326782227,0.5214881033460234,0.5399188995361328,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,spacet,SpaCET_Endothelial,Endothelial,,23,9,14,-0.03343493847056317,-0.0470588881626483,-0.03334146548412665,-0.04709367230653737,-0.03332911625838068,-0.0470588881626483,0.4609101088315951,0.30013346672058105,0.5214881033460234,0.4287620953151158,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,spacet,SpaCET_Macrophage,Macrophage,,23,10,13,-0.03377564851911947,-0.039045873737276,-0.03482905365182634,-0.03906573476433999,-0.03481497720351634,-0.039045873737276,0.46933929301142097,0.5399188995361328,0.5214881033460234,0.5399188995361328,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,spacet,SpaCET_Malignant,Malignant,,23,13,10,0.08119301054945098,0.0551916935970464,0.0861000477656319,0.0552478364735561,0.08588791729013985,0.0551916935970464,0.13465365640950097,0.16010499000549316,0.28134243830346717,0.4002624750137329,False,,source_group__target_class
snai1ac_consensus_hot,SNAI1-ac hot,spacet,SpaCET_NK,NK,,23,8,15,-0.045027543751985,-0.0192817923179516,-0.04629969008933617,-0.0192841824276922,-0.046266634814786635,-0.0192817923179516,0.14067121915173358,0.20015525817871094,0.28134243830346717,0.4003105163574219,False,,source_group__target_class
